"time","Power"
"2023-04-10T00:07:10.000+02:00","201"
"2023-04-10T00:07:20.000+02:00","175"
"2023-04-10T00:07:30.000+02:00","183"
"2023-04-10T00:07:40.000+02:00","189"
"2023-04-10T00:07:50.000+02:00","186"
"2023-04-10T00:08:00.000+02:00","175"
"2023-04-10T00:08:10.000+02:00","172"
"2023-04-10T00:08:20.000+02:00","176"
"2023-04-10T00:08:30.000+02:00","169"
"2023-04-10T00:08:40.000+02:00","167"
"2023-04-10T00:08:50.000+02:00","176"
"2023-04-10T00:09:00.000+02:00","160"
"2023-04-10T00:09:10.000+02:00","164"
"2023-04-10T00:09:20.000+02:00","165"
"2023-04-10T00:09:30.000+02:00","166"
"2023-04-10T00:09:40.000+02:00","164"
"2023-04-10T00:09:50.000+02:00","173"
"2023-04-10T00:10:00.000+02:00","166"
"2023-04-10T00:10:10.000+02:00","135"
"2023-04-10T00:10:20.000+02:00","171"
"2023-04-10T00:10:30.000+02:00","155"
"2023-04-10T00:10:40.000+02:00","150"
"2023-04-10T00:10:50.000+02:00","148"
"2023-04-10T00:11:00.000+02:00","155"
"2023-04-10T00:11:10.000+02:00","147"
"2023-04-10T00:11:20.000+02:00","137"
"2023-04-10T00:11:30.000+02:00","159"
"2023-04-10T00:11:40.000+02:00","138"
"2023-04-10T00:11:50.000+02:00","155"
"2023-04-10T00:12:00.000+02:00","140"
"2023-04-10T00:12:10.000+02:00","135"
"2023-04-10T00:12:20.000+02:00","140"
"2023-04-10T00:12:30.000+02:00","150"
"2023-04-10T00:12:40.000+02:00","143"
"2023-04-10T00:12:50.000+02:00","138"
"2023-04-10T00:13:00.000+02:00","133"
"2023-04-10T00:13:10.000+02:00","173"
"2023-04-10T00:13:20.000+02:00","206"
"2023-04-10T00:13:30.000+02:00","179"
"2023-04-10T00:13:40.000+02:00","164"
"2023-04-10T00:13:50.000+02:00","163"
"2023-04-10T00:14:00.000+02:00","169"
"2023-04-10T00:14:10.000+02:00","167"
"2023-04-10T00:14:20.000+02:00","165"
"2023-04-10T00:14:30.000+02:00","165"
"2023-04-10T00:14:40.000+02:00","230"
"2023-04-10T00:14:50.000+02:00","238"
"2023-04-10T00:15:00.000+02:00","186"
"2023-04-10T00:15:10.000+02:00","169"
"2023-04-10T00:15:20.000+02:00","168"
"2023-04-10T00:15:30.000+02:00","184"
"2023-04-10T00:15:40.000+02:00","170"
"2023-04-10T00:15:50.000+02:00","179"
"2023-04-10T00:16:00.000+02:00","155"
"2023-04-10T00:16:10.000+02:00","162"
"2023-04-10T00:16:20.000+02:00","152"
"2023-04-10T00:16:30.000+02:00","166"
"2023-04-10T00:16:40.000+02:00","170"
"2023-04-10T00:16:50.000+02:00","161"
"2023-04-10T00:17:00.000+02:00","164"
"2023-04-10T00:17:10.000+02:00","153"
"2023-04-10T00:17:20.000+02:00","160"
"2023-04-10T00:17:30.000+02:00","154"
"2023-04-10T00:17:40.000+02:00","155"
"2023-04-10T00:17:50.000+02:00","166"
"2023-04-10T00:18:00.000+02:00","159"
"2023-04-10T00:18:10.000+02:00","166"
"2023-04-10T00:18:20.000+02:00","158"
"2023-04-10T00:18:30.000+02:00","153"
"2023-04-10T00:18:40.000+02:00","157"
"2023-04-10T00:18:50.000+02:00","174"
"2023-04-10T00:19:00.000+02:00","166"
"2023-04-10T00:19:10.000+02:00","168"
"2023-04-10T00:19:20.000+02:00","163"
"2023-04-10T00:19:30.000+02:00","162"
"2023-04-10T00:19:40.000+02:00","164"
"2023-04-10T00:19:50.000+02:00","163"
"2023-04-10T00:20:00.000+02:00","169"
"2023-04-10T00:20:10.000+02:00","161"
"2023-04-10T00:20:20.000+02:00","159"
"2023-04-10T00:20:30.000+02:00","179"
"2023-04-10T00:20:40.000+02:00","156"
"2023-04-10T00:20:50.000+02:00","156"
"2023-04-10T00:21:00.000+02:00","130"
"2023-04-10T00:21:10.000+02:00","168"
"2023-04-10T00:21:20.000+02:00","192"
"2023-04-10T00:21:30.000+02:00","161"
"2023-04-10T00:21:40.000+02:00","159"
"2023-04-10T00:21:50.000+02:00","151"
"2023-04-10T00:22:00.000+02:00","161"
"2023-04-10T00:22:10.000+02:00","165"
"2023-04-10T00:22:20.000+02:00","151"
"2023-04-10T00:22:30.000+02:00","151"
"2023-04-10T00:22:40.000+02:00","159"
"2023-04-10T00:22:50.000+02:00","171"
"2023-04-10T00:23:00.000+02:00","165"
"2023-04-10T00:23:10.000+02:00","175"
"2023-04-10T00:23:20.000+02:00","153"
"2023-04-10T00:23:30.000+02:00","145"
"2023-04-10T00:23:40.000+02:00","148"
"2023-04-10T00:23:50.000+02:00","142"
"2023-04-10T00:24:00.000+02:00","145"
"2023-04-10T00:24:10.000+02:00","163"
"2023-04-10T00:24:20.000+02:00","157"
"2023-04-10T00:24:30.000+02:00","180"
"2023-04-10T00:24:40.000+02:00","150"
"2023-04-10T00:24:50.000+02:00","152"
"2023-04-10T00:25:00.000+02:00","180"
"2023-04-10T00:25:10.000+02:00","152"
"2023-04-10T00:25:20.000+02:00","153"
"2023-04-10T00:25:30.000+02:00","150"
"2023-04-10T00:25:40.000+02:00","179"
"2023-04-10T00:25:50.000+02:00","160"
"2023-04-10T00:26:00.000+02:00","157"
"2023-04-10T00:26:10.000+02:00","152"
"2023-04-10T00:26:20.000+02:00","161"
"2023-04-10T00:26:30.000+02:00","147"
"2023-04-10T00:26:40.000+02:00","156"
"2023-04-10T00:26:50.000+02:00","155"
"2023-04-10T00:27:00.000+02:00","218"
"2023-04-10T00:27:10.000+02:00","165"
"2023-04-10T00:27:20.000+02:00","175"
"2023-04-10T00:27:30.000+02:00","153"
"2023-04-10T00:27:40.000+02:00","152"
"2023-04-10T00:27:50.000+02:00","158"
"2023-04-10T00:28:00.000+02:00","171"
"2023-04-10T00:28:10.000+02:00","154"
"2023-04-10T00:28:20.000+02:00","152"
"2023-04-10T00:28:30.000+02:00","178"
"2023-04-10T00:28:40.000+02:00","145"
"2023-04-10T00:28:50.000+02:00","151"
"2023-04-10T00:29:00.000+02:00","176"
"2023-04-10T00:29:10.000+02:00","155"
"2023-04-10T00:29:20.000+02:00","149"
"2023-04-10T00:29:30.000+02:00","151"
"2023-04-10T00:29:40.000+02:00","167"
"2023-04-10T00:29:50.000+02:00","174"
"2023-04-10T00:30:00.000+02:00","176"
"2023-04-10T00:30:10.000+02:00","155"
"2023-04-10T00:30:20.000+02:00","146"
"2023-04-10T00:30:30.000+02:00","150"
"2023-04-10T00:30:40.000+02:00","151"
"2023-04-10T00:30:50.000+02:00","150"
"2023-04-10T00:31:00.000+02:00","157"
"2023-04-10T00:31:10.000+02:00","150"
"2023-04-10T00:31:20.000+02:00","149"
"2023-04-10T00:31:30.000+02:00","148"
"2023-04-10T00:31:40.000+02:00","156"
"2023-04-10T00:31:50.000+02:00","157"
"2023-04-10T00:32:00.000+02:00","152"
"2023-04-10T00:32:10.000+02:00","150"
"2023-04-10T00:32:20.000+02:00","152"
"2023-04-10T00:32:30.000+02:00","145"
"2023-04-10T00:32:40.000+02:00","164"
"2023-04-10T00:32:50.000+02:00","154"
"2023-04-10T00:33:00.000+02:00","180"
"2023-04-10T00:33:10.000+02:00","159"
"2023-04-10T00:33:20.000+02:00","163"
"2023-04-10T00:33:30.000+02:00","198"
"2023-04-10T00:33:40.000+02:00","159"
"2023-04-10T00:33:50.000+02:00","154"
"2023-04-10T00:34:00.000+02:00","165"
"2023-04-10T00:34:10.000+02:00","158"
"2023-04-10T00:34:20.000+02:00","168"
"2023-04-10T00:34:30.000+02:00","162"
"2023-04-10T00:34:40.000+02:00","201"
"2023-04-10T00:34:50.000+02:00","147"
"2023-04-10T00:35:00.000+02:00","139"
"2023-04-10T00:35:10.000+02:00","139"
"2023-04-10T00:35:20.000+02:00","137"
"2023-04-10T00:35:30.000+02:00","163"
"2023-04-10T00:35:40.000+02:00","142"
"2023-04-10T00:35:50.000+02:00","164"
"2023-04-10T00:36:00.000+02:00","221"
"2023-04-10T00:36:10.000+02:00","163"
"2023-04-10T00:36:20.000+02:00","162"
"2023-04-10T00:36:30.000+02:00","161"
"2023-04-10T00:36:40.000+02:00","154"
"2023-04-10T00:36:50.000+02:00","151"
"2023-04-10T00:37:00.000+02:00","150"
"2023-04-10T00:37:10.000+02:00","152"
"2023-04-10T00:37:20.000+02:00","163"
"2023-04-10T00:37:30.000+02:00","167"
"2023-04-10T00:37:40.000+02:00","160"
"2023-04-10T00:37:50.000+02:00","160"
"2023-04-10T00:38:00.000+02:00","158"
"2023-04-10T00:38:10.000+02:00","151"
"2023-04-10T00:38:20.000+02:00","158"
"2023-04-10T00:38:30.000+02:00","158"
"2023-04-10T00:38:40.000+02:00","190"
"2023-04-10T00:38:50.000+02:00","160"
"2023-04-10T00:39:00.000+02:00","162"
"2023-04-10T00:39:10.000+02:00","159"
"2023-04-10T00:39:20.000+02:00","164"
"2023-04-10T00:39:30.000+02:00","169"
"2023-04-10T00:39:40.000+02:00","169"
"2023-04-10T00:39:50.000+02:00","160"
"2023-04-10T00:40:00.000+02:00","139"
"2023-04-10T00:40:10.000+02:00","161"
"2023-04-10T00:40:20.000+02:00","128"
"2023-04-10T00:40:30.000+02:00","203"
"2023-04-10T00:40:40.000+02:00","184"
"2023-04-10T00:40:50.000+02:00","174"
"2023-04-10T00:41:00.000+02:00","174"
"2023-04-10T00:41:10.000+02:00","172"
"2023-04-10T00:41:20.000+02:00","180"
"2023-04-10T00:41:30.000+02:00","171"
"2023-04-10T00:41:40.000+02:00","177"
"2023-04-10T00:41:50.000+02:00","204"
"2023-04-10T00:42:00.000+02:00","172"
"2023-04-10T00:42:10.000+02:00","178"
"2023-04-10T00:42:20.000+02:00","172"
"2023-04-10T00:42:30.000+02:00","163"
"2023-04-10T00:42:40.000+02:00","171"
"2023-04-10T00:42:50.000+02:00","176"
"2023-04-10T00:43:00.000+02:00","181"
"2023-04-10T00:43:10.000+02:00","176"
"2023-04-10T00:43:20.000+02:00","177"
"2023-04-10T00:43:30.000+02:00","198"
"2023-04-10T00:43:40.000+02:00","166"
"2023-04-10T00:43:50.000+02:00","162"
"2023-04-10T00:44:00.000+02:00","199"
"2023-04-10T00:44:10.000+02:00","179"
"2023-04-10T00:44:20.000+02:00","187"
"2023-04-10T00:44:30.000+02:00","174"
"2023-04-10T00:44:40.000+02:00","173"
"2023-04-10T00:44:50.000+02:00","168"
"2023-04-10T00:45:00.000+02:00","184"
"2023-04-10T00:45:10.000+02:00","167"
"2023-04-10T00:45:20.000+02:00","173"
"2023-04-10T00:45:30.000+02:00","168"
"2023-04-10T00:45:40.000+02:00","164"
"2023-04-10T00:45:50.000+02:00","159"
"2023-04-10T00:46:00.000+02:00","169"
"2023-04-10T00:46:10.000+02:00","174"
"2023-04-10T00:46:20.000+02:00","167"
"2023-04-10T00:46:30.000+02:00","161"
"2023-04-10T00:46:40.000+02:00","148"
"2023-04-10T00:46:50.000+02:00","157"
"2023-04-10T00:47:00.000+02:00","163"
"2023-04-10T00:47:10.000+02:00","190"
"2023-04-10T00:47:20.000+02:00","194"
"2023-04-10T00:47:30.000+02:00","152"
"2023-04-10T00:47:40.000+02:00","163"
"2023-04-10T00:47:50.000+02:00","169"
"2023-04-10T00:48:00.000+02:00","159"
"2023-04-10T00:48:10.000+02:00","150"
"2023-04-10T00:48:20.000+02:00","167"
"2023-04-10T00:48:30.000+02:00","171"
"2023-04-10T00:48:40.000+02:00","168"
"2023-04-10T00:48:50.000+02:00","167"
"2023-04-10T00:49:00.000+02:00","163"
"2023-04-10T00:49:10.000+02:00","191"
"2023-04-10T00:49:20.000+02:00","181"
"2023-04-10T00:49:30.000+02:00","162"
"2023-04-10T00:49:40.000+02:00","160"
"2023-04-10T00:49:50.000+02:00","159"
"2023-04-10T00:50:00.000+02:00","151"
"2023-04-10T00:50:10.000+02:00","170"
"2023-04-10T00:50:20.000+02:00","169"
"2023-04-10T00:50:30.000+02:00","189"
"2023-04-10T00:50:40.000+02:00","183"
"2023-04-10T00:50:50.000+02:00","182"
"2023-04-10T00:51:00.000+02:00","210"
"2023-04-10T00:51:10.000+02:00","167"
"2023-04-10T00:51:20.000+02:00","151"
"2023-04-10T00:51:30.000+02:00","160"
"2023-04-10T00:51:40.000+02:00","148"
"2023-04-10T00:51:50.000+02:00","151"
"2023-04-10T00:52:00.000+02:00","148"
"2023-04-10T00:52:10.000+02:00","149"
"2023-04-10T00:52:20.000+02:00","189"
"2023-04-10T00:52:30.000+02:00","168"
"2023-04-10T00:52:40.000+02:00","165"
"2023-04-10T00:52:50.000+02:00","167"
"2023-04-10T00:53:00.000+02:00","168"
"2023-04-10T00:53:10.000+02:00","172"
"2023-04-10T00:53:20.000+02:00","165"
"2023-04-10T00:53:30.000+02:00","167"
"2023-04-10T00:53:40.000+02:00","178"
"2023-04-10T00:53:50.000+02:00","160"
"2023-04-10T00:54:00.000+02:00","168"
"2023-04-10T00:54:10.000+02:00","165"
"2023-04-10T00:54:20.000+02:00","172"
"2023-04-10T00:54:30.000+02:00","163"
"2023-04-10T00:54:40.000+02:00","157"
"2023-04-10T00:54:50.000+02:00","152"
"2023-04-10T00:55:00.000+02:00","156"
"2023-04-10T00:55:10.000+02:00","203"
"2023-04-10T00:55:20.000+02:00","159"
"2023-04-10T00:55:30.000+02:00","177"
"2023-04-10T00:55:40.000+02:00","158"
"2023-04-10T00:55:50.000+02:00","164"
"2023-04-10T00:56:00.000+02:00","166"
"2023-04-10T00:56:10.000+02:00","161"
"2023-04-10T00:56:20.000+02:00","163"
"2023-04-10T00:56:30.000+02:00","177"
"2023-04-10T00:56:40.000+02:00","223"
"2023-04-10T00:56:50.000+02:00","212"
"2023-04-10T00:57:00.000+02:00","142"
"2023-04-10T00:57:10.000+02:00","221"
"2023-04-10T00:57:20.000+02:00","172"
"2023-04-10T00:57:30.000+02:00","162"
"2023-04-10T00:57:40.000+02:00","167"
"2023-04-10T00:57:50.000+02:00","167"
"2023-04-10T00:58:00.000+02:00","171"
"2023-04-10T00:58:10.000+02:00","163"
"2023-04-10T00:58:20.000+02:00","167"
"2023-04-10T00:58:30.000+02:00","182"
"2023-04-10T00:58:40.000+02:00","173"
"2023-04-10T00:58:50.000+02:00","163"
"2023-04-10T00:59:00.000+02:00","175"
"2023-04-10T00:59:10.000+02:00","167"
"2023-04-10T00:59:20.000+02:00","166"
"2023-04-10T00:59:30.000+02:00","171"
"2023-04-10T00:59:40.000+02:00","182"
"2023-04-10T00:59:50.000+02:00","140"
"2023-04-10T01:00:00.000+02:00","164"
"2023-04-10T01:00:10.000+02:00","168"
"2023-04-10T01:00:20.000+02:00","174"
"2023-04-10T01:00:30.000+02:00","165"
"2023-04-10T01:00:40.000+02:00","160"
"2023-04-10T01:00:50.000+02:00","170"
"2023-04-10T01:01:00.000+02:00","170"
"2023-04-10T01:01:10.000+02:00","168"
"2023-04-10T01:01:20.000+02:00","164"
"2023-04-10T01:01:30.000+02:00","168"
"2023-04-10T01:01:40.000+02:00","235"
"2023-04-10T01:01:50.000+02:00","180"
"2023-04-10T01:02:00.000+02:00","173"
"2023-04-10T01:02:10.000+02:00","162"
"2023-04-10T01:02:20.000+02:00","160"
"2023-04-10T01:02:30.000+02:00","171"
"2023-04-10T01:02:40.000+02:00","168"
"2023-04-10T01:02:50.000+02:00","175"
"2023-04-10T01:03:00.000+02:00","180"
"2023-04-10T01:03:10.000+02:00","198"
"2023-04-10T01:03:20.000+02:00","177"
"2023-04-10T01:03:30.000+02:00","154"
"2023-04-10T01:03:40.000+02:00","175"
"2023-04-10T01:03:50.000+02:00","154"
"2023-04-10T01:04:00.000+02:00","168"
"2023-04-10T01:04:10.000+02:00","173"
"2023-04-10T01:04:20.000+02:00","178"
"2023-04-10T01:04:30.000+02:00","171"
"2023-04-10T01:04:40.000+02:00","186"
"2023-04-10T01:04:50.000+02:00","170"
"2023-04-10T01:05:00.000+02:00","183"
"2023-04-10T01:05:10.000+02:00","193"
"2023-04-10T01:05:20.000+02:00","192"
"2023-04-10T01:05:30.000+02:00","156"
"2023-04-10T01:05:40.000+02:00","154"
"2023-04-10T01:05:50.000+02:00","187"
"2023-04-10T01:06:00.000+02:00","187"
"2023-04-10T01:06:10.000+02:00","182"
"2023-04-10T01:06:20.000+02:00","175"
"2023-04-10T01:06:30.000+02:00","173"
"2023-04-10T01:06:40.000+02:00","159"
"2023-04-10T01:06:50.000+02:00","175"
"2023-04-10T01:07:00.000+02:00","182"
"2023-04-10T01:07:10.000+02:00","212"
"2023-04-10T01:07:20.000+02:00","175"
"2023-04-10T01:07:30.000+02:00","193"
"2023-04-10T01:07:40.000+02:00","177"
"2023-04-10T01:07:50.000+02:00","193"
"2023-04-10T01:08:00.000+02:00","177"
"2023-04-10T01:08:10.000+02:00","167"
"2023-04-10T01:08:20.000+02:00","168"
"2023-04-10T01:08:30.000+02:00","200"
"2023-04-10T01:08:40.000+02:00","156"
"2023-04-10T01:08:50.000+02:00","164"
"2023-04-10T01:09:00.000+02:00","164"
"2023-04-10T01:09:10.000+02:00","171"
"2023-04-10T01:09:20.000+02:00","179"
"2023-04-10T01:09:30.000+02:00","163"
"2023-04-10T01:09:40.000+02:00","158"
"2023-04-10T01:09:50.000+02:00","153"
"2023-04-10T01:10:00.000+02:00","188"
"2023-04-10T01:10:10.000+02:00","165"
"2023-04-10T01:10:20.000+02:00","150"
"2023-04-10T01:10:30.000+02:00","163"
"2023-04-10T01:10:40.000+02:00","158"
"2023-04-10T01:10:50.000+02:00","169"
"2023-04-10T01:11:00.000+02:00","151"
"2023-04-10T01:11:10.000+02:00","154"
"2023-04-10T01:11:20.000+02:00","148"
"2023-04-10T01:11:30.000+02:00","177"
"2023-04-10T01:11:40.000+02:00","179"
"2023-04-10T01:11:50.000+02:00","176"
"2023-04-10T01:12:00.000+02:00","171"
"2023-04-10T01:12:10.000+02:00","178"
"2023-04-10T01:12:20.000+02:00","179"
"2023-04-10T01:12:30.000+02:00","152"
"2023-04-10T01:12:40.000+02:00","165"
"2023-04-10T01:12:50.000+02:00","163"
"2023-04-10T01:13:00.000+02:00","165"
"2023-04-10T01:13:10.000+02:00","159"
"2023-04-10T01:13:20.000+02:00","166"
"2023-04-10T01:13:30.000+02:00","156"
"2023-04-10T01:13:40.000+02:00","160"
"2023-04-10T01:13:50.000+02:00","157"
"2023-04-10T01:14:00.000+02:00","163"
"2023-04-10T01:14:10.000+02:00","165"
"2023-04-10T01:14:20.000+02:00","171"
"2023-04-10T01:14:30.000+02:00","162"
"2023-04-10T01:14:40.000+02:00","162"
"2023-04-10T01:14:50.000+02:00","167"
"2023-04-10T01:15:00.000+02:00","159"
"2023-04-10T01:15:10.000+02:00","164"
"2023-04-10T01:15:20.000+02:00","163"
"2023-04-10T01:15:30.000+02:00","167"
"2023-04-10T01:15:40.000+02:00","165"
"2023-04-10T01:15:50.000+02:00","151"
"2023-04-10T01:16:00.000+02:00","163"
"2023-04-10T01:16:10.000+02:00","162"
"2023-04-10T01:16:20.000+02:00","141"
"2023-04-10T01:16:30.000+02:00","182"
"2023-04-10T01:16:40.000+02:00","185"
"2023-04-10T01:16:50.000+02:00","175"
"2023-04-10T01:17:00.000+02:00","163"
"2023-04-10T01:17:10.000+02:00","165"
"2023-04-10T01:17:20.000+02:00","182"
"2023-04-10T01:17:30.000+02:00","173"
"2023-04-10T01:17:40.000+02:00","172"
"2023-04-10T01:17:50.000+02:00","172"
"2023-04-10T01:18:00.000+02:00","177"
"2023-04-10T01:18:10.000+02:00","166"
"2023-04-10T01:18:20.000+02:00","164"
"2023-04-10T01:18:30.000+02:00","165"
"2023-04-10T01:18:40.000+02:00","166"
"2023-04-10T01:18:50.000+02:00","166"
"2023-04-10T01:19:00.000+02:00","173"
"2023-04-10T01:19:10.000+02:00","173"
"2023-04-10T01:19:20.000+02:00","192"
"2023-04-10T01:19:30.000+02:00","166"
"2023-04-10T01:19:40.000+02:00","178"
"2023-04-10T01:19:50.000+02:00","169"
"2023-04-10T01:20:00.000+02:00","164"
"2023-04-10T01:20:10.000+02:00","166"
"2023-04-10T01:20:20.000+02:00","176"
"2023-04-10T01:20:30.000+02:00","166"
"2023-04-10T01:20:40.000+02:00","207"
"2023-04-10T01:20:50.000+02:00","194"
"2023-04-10T01:21:00.000+02:00","173"
"2023-04-10T01:21:10.000+02:00","182"
"2023-04-10T01:21:20.000+02:00","187"
"2023-04-10T01:21:30.000+02:00","181"
"2023-04-10T01:21:40.000+02:00","172"
"2023-04-10T01:21:50.000+02:00","164"
"2023-04-10T01:22:00.000+02:00","167"
"2023-04-10T01:22:10.000+02:00","167"
"2023-04-10T01:22:20.000+02:00","190"
"2023-04-10T01:22:30.000+02:00","163"
"2023-04-10T01:22:40.000+02:00","163"
"2023-04-10T01:22:50.000+02:00","159"
"2023-04-10T01:23:00.000+02:00","170"
"2023-04-10T01:23:10.000+02:00","190"
"2023-04-10T01:23:20.000+02:00","177"
"2023-04-10T01:23:30.000+02:00","184"
"2023-04-10T01:23:40.000+02:00","182"
"2023-04-10T01:23:50.000+02:00","175"
"2023-04-10T01:24:00.000+02:00","174"
"2023-04-10T01:24:10.000+02:00","173"
"2023-04-10T01:24:20.000+02:00","184"
"2023-04-10T01:24:30.000+02:00","182"
"2023-04-10T01:24:40.000+02:00","170"
"2023-04-10T01:24:50.000+02:00","187"
"2023-04-10T01:25:00.000+02:00","186"
"2023-04-10T01:25:10.000+02:00","170"
"2023-04-10T01:25:20.000+02:00","169"
"2023-04-10T01:25:30.000+02:00","169"
"2023-04-10T01:25:40.000+02:00","164"
"2023-04-10T01:25:50.000+02:00","171"
"2023-04-10T01:26:00.000+02:00","184"
"2023-04-10T01:26:10.000+02:00","161"
"2023-04-10T01:26:20.000+02:00","181"
"2023-04-10T01:26:30.000+02:00","164"
"2023-04-10T01:26:40.000+02:00","167"
"2023-04-10T01:26:50.000+02:00","170"
"2023-04-10T01:27:00.000+02:00","175"
"2023-04-10T01:27:10.000+02:00","179"
"2023-04-10T01:27:20.000+02:00","187"
"2023-04-10T01:27:30.000+02:00","161"
"2023-04-10T01:27:40.000+02:00","163"
"2023-04-10T01:27:50.000+02:00","181"
"2023-04-10T01:28:00.000+02:00","155"
"2023-04-10T01:28:10.000+02:00","172"
"2023-04-10T01:28:20.000+02:00","165"
"2023-04-10T01:28:30.000+02:00","161"
"2023-04-10T01:28:40.000+02:00","202"
"2023-04-10T01:28:50.000+02:00","179"
"2023-04-10T01:29:00.000+02:00","168"
"2023-04-10T01:29:10.000+02:00","231"
"2023-04-10T01:29:20.000+02:00","178"
"2023-04-10T01:29:30.000+02:00","162"
"2023-04-10T01:29:40.000+02:00","165"
"2023-04-10T01:29:50.000+02:00","159"
"2023-04-10T01:30:00.000+02:00","168"
"2023-04-10T01:30:10.000+02:00","165"
"2023-04-10T01:30:20.000+02:00","163"
"2023-04-10T01:30:30.000+02:00","158"
"2023-04-10T01:30:40.000+02:00","163"
"2023-04-10T01:30:50.000+02:00","162"
"2023-04-10T01:31:00.000+02:00","160"
"2023-04-10T01:31:10.000+02:00","158"
"2023-04-10T01:31:20.000+02:00","170"
"2023-04-10T01:31:30.000+02:00","161"
"2023-04-10T01:31:40.000+02:00","163"
"2023-04-10T01:31:50.000+02:00","166"
"2023-04-10T01:32:00.000+02:00","196"
"2023-04-10T01:32:10.000+02:00","170"
"2023-04-10T01:32:20.000+02:00","160"
"2023-04-10T01:32:30.000+02:00","171"
"2023-04-10T01:32:40.000+02:00","179"
"2023-04-10T01:32:50.000+02:00","175"
"2023-04-10T01:33:00.000+02:00","175"
"2023-04-10T01:33:10.000+02:00","226"
"2023-04-10T01:33:20.000+02:00","172"
"2023-04-10T01:33:30.000+02:00","166"
"2023-04-10T01:33:40.000+02:00","172"
"2023-04-10T01:33:50.000+02:00","167"
"2023-04-10T01:34:00.000+02:00","162"
"2023-04-10T01:34:10.000+02:00","159"
"2023-04-10T01:34:20.000+02:00","176"
"2023-04-10T01:34:30.000+02:00","165"
"2023-04-10T01:34:40.000+02:00","177"
"2023-04-10T01:34:50.000+02:00","186"
"2023-04-10T01:35:00.000+02:00","161"
"2023-04-10T01:35:10.000+02:00","165"
"2023-04-10T01:35:20.000+02:00","169"
"2023-04-10T01:35:30.000+02:00","171"
"2023-04-10T01:35:40.000+02:00","167"
"2023-04-10T01:35:50.000+02:00","177"
"2023-04-10T01:36:00.000+02:00","210"
"2023-04-10T01:36:10.000+02:00","161"
"2023-04-10T01:36:20.000+02:00","178"
"2023-04-10T01:36:30.000+02:00","162"
"2023-04-10T01:36:40.000+02:00","167"
"2023-04-10T01:36:50.000+02:00","161"
"2023-04-10T01:37:00.000+02:00","157"
"2023-04-10T01:37:10.000+02:00","184"
"2023-04-10T01:37:20.000+02:00","181"
"2023-04-10T01:37:30.000+02:00","192"
"2023-04-10T01:37:40.000+02:00","172"
"2023-04-10T01:37:50.000+02:00","180"
"2023-04-10T01:38:00.000+02:00","210"
"2023-04-10T01:38:10.000+02:00","208"
"2023-04-10T01:38:20.000+02:00","174"
"2023-04-10T01:38:30.000+02:00","183"
"2023-04-10T01:38:40.000+02:00","176"
"2023-04-10T01:38:50.000+02:00","173"
"2023-04-10T01:39:00.000+02:00","171"
"2023-04-10T01:39:10.000+02:00","183"
"2023-04-10T01:39:20.000+02:00","167"
"2023-04-10T01:39:30.000+02:00","180"
"2023-04-10T01:39:40.000+02:00","171"
"2023-04-10T01:39:50.000+02:00","173"
"2023-04-10T01:40:00.000+02:00","198"
"2023-04-10T01:40:10.000+02:00","169"
"2023-04-10T01:40:20.000+02:00","173"
"2023-04-10T01:40:30.000+02:00","169"
"2023-04-10T01:40:40.000+02:00","186"
"2023-04-10T01:40:50.000+02:00","173"
"2023-04-10T01:41:00.000+02:00","172"
"2023-04-10T01:41:10.000+02:00","173"
